ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13
84,25.83,1,8.43,5,8.33,1,6,1,0,0,0.0,0.0,41.67,0
85,35.83,2,12.64,1,7.5,4,9,0,0,1,0.0,0.0,36.67,0
86,16.67,3,18.14,2,5.83,0,4,3,0,1,0.0,0.0,8.33,0
87,45.83,2,11.91,1,7.5,1,5,1,0,0,0.0,0.0,46.67,0
88,20.0,3,16.95,5,8.33,0,12,0,0,0,0.0,0.0,33.33,0
89,34.17,-1,2.85,3,11.67,1,-1,2,0,1,6406.67,0.0,8.33,0
90,49.17,2,21.71,0,10.83,0,1,0,0,1,0.0,0.0,20.83,0
91,40.83,3,5.74,8,3.33,0,4,0,1,0,0.0,0.0,16.67,0
92,27.5,2,13.08,3,11.67,1,3,2,0,1,4315.0,0.0,8.33,0
93,49.17,3,7.34,0,10.83,2,0,0,0,0,0.0,0.0,33.33,0
94,28.33,2,14.73,3,11.67,0,4,0,3,0,0.0,0.0,33.33,0
95,16.67,2,35.52,1,7.5,0,2,3,0,0,0.0,0.0,33.33,0
96,20.83,2,17.43,0,10.83,0,1,3,0,1,0.0,0.0,33.33,0
97,40.83,2,12.22,12,5.0,1,8,1,0,0,0.0,0.0,33.33,0
98,49.17,2,20.17,1,7.5,1,7,1,0,0,0.0,0.0,33.33,0
99,16.67,2,12.58,1,7.5,0,0,0,0,1,0.0,0.0,33.33,0
100,42.5,-1,14.06,5,8.33,1,-1,2,0,1,0.0,0.0,15.0,0
101,27.5,2,14.99,5,8.33,0,0,4,1,1,0.0,0.0,29.17,0
102,18.33,2,15.73,5,8.33,0,7,3,1,0,0.0,0.0,32.5,0
103,48.33,1,22.35,4,4.17,6,4,0,0,1,0.0,0.0,33.33,0
104,43.33,4,11.51,1,7.5,6,0,4,0,1,0.0,0.0,23.33,0
105,30.0,2,5.62,12,5.0,4,9,0,0,1,0.0,0.0,33.33,0
106,34.17,4,14.94,1,7.5,1,11,1,0,0,0.0,0.0,33.33,0
107,23.33,2,11.43,1,7.5,0,7,3,0,0,2164.17,0.0,33.33,0
108,15.83,2,21.44,5,8.33,0,2,3,1,0,0.0,0.0,13.33,0
109,15.0,2,16.12,1,7.5,0,4,0,0,1,0.0,0.0,23.33,0
110,15.0,2,13.27,1,7.5,0,9,3,0,1,0.0,0.0,40.0,0
111,23.33,2,11.09,5,8.33,1,6,1,0,0,0.0,0.0,33.33,0
112,24.17,2,25.0,7,9.17,1,1,1,0,0,0.0,0.0,33.33,0
113,16.67,-1,2.28,1,7.5,0,-1,3,0,1,0.0,0.0,16.67,0
114,33.33,2,7.67,5,8.33,1,2,1,0,0,0.0,0.0,33.33,0
115,21.67,2,15.32,1,7.5,0,2,4,0,0,0.0,0.0,33.33,0
116,38.33,2,7.17,1,7.5,1,6,1,0,0,0.0,0.0,33.33,0
117,19.17,2,14.9,2,5.83,0,4,0,0,1,0.0,0.0,20.0,0
118,36.67,2,13.34,1,7.5,3,0,4,0,1,0.0,0.0,33.33,0
119,35.83,2,13.33,0,10.83,2,5,4,0,1,0.0,0.0,33.33,0
120,25.83,4,14.73,0,10.83,2,3,4,0,1,0.0,0.0,50.0,0
121,15.0,2,16.25,5,8.33,0,5,3,0,1,0.0,0.0,20.83,0
122,15.83,2,18.44,5,8.33,0,11,3,0,0,0.0,0.0,25.0,0
123,34.17,2,8.21,5,8.33,2,10,0,0,1,0.0,0.0,33.33,0
124,34.17,2,13.42,1,7.5,2,2,4,0,1,0.0,0.0,33.33,0
125,57.5,2,13.62,1,7.5,2,0,0,0,1,0.0,0.0,20.83,0
126,40.0,3,3.18,9,13.33,1,3,2,0,1,0.0,0.0,33.33,0
127,23.33,2,9.99,1,7.5,0,3,3,0,0,0.0,0.0,33.33,0
128,22.5,1,8.56,1,7.5,1,6,1,0,0,0.0,0.0,50.0,38
129,34.17,2,17.74,3,11.67,1,3,1,0,0,0.0,2012.5,41.67,0
130,34.17,2,31.75,5,8.33,1,0,1,0,0,0.0,0.0,33.33,0
131,20.0,2,18.37,1,7.5,0,6,4,1,1,0.0,0.0,33.33,0
132,16.67,-1,24.76,1,7.5,0,-1,0,0,1,0.0,0.0,33.33,0
133,35.0,5,7.47,9,13.33,1,3,1,0,0,0.0,0.0,34.17,0
134,47.5,2,18.12,1,7.5,1,6,1,1,0,0.0,0.0,40.0,0
135,25.0,2,10.59,6,10.0,0,3,0,0,1,0.0,0.0,33.33,0
136,30.0,2,13.55,1,7.5,1,5,1,0,0,0.0,0.0,50.0,0
137,40.83,2,12.68,8,3.33,1,9,1,1,0,0.0,0.0,33.33,0
138,27.5,2,10.78,1,7.5,1,9,2,0,1,0.0,0.0,29.17,0
139,19.17,2,22.7,12,5.0,1,8,1,0,0,0.0,0.0,33.33,0
140,38.33,2,6.21,3,11.67,1,3,1,0,0,0.0,0.0,33.33,0
141,15.0,2,19.43,5,8.33,0,0,3,2,1,0.0,0.0,18.33,10
142,33.33,2,11.56,1,7.5,1,1,1,0,0,6406.67,0.0,45.83,0
143,35.83,5,15.9,1,7.5,1,1,1,0,0,0.0,1572.5,37.5,0
144,28.33,2,11.81,3,11.67,0,3,3,0,1,0.0,0.0,25.0,0
145,39.17,1,12.97,1,7.5,6,1,0,0,1,0.0,0.0,25.0,0
146,36.67,2,1.98,7,9.17,6,1,4,0,1,0.0,0.0,25.0,0
147,27.5,2,13.17,1,7.5,1,5,1,0,0,0.0,0.0,33.33,0
148,45.83,2,9.25,0,10.83,1,1,1,0,0,12520.0,0.0,41.67,0
149,15.83,2,33.85,1,7.5,0,5,0,0,0,2422.5,0.0,25.0,0
150,23.33,2,16.05,5,8.33,0,4,0,1,0,0.0,0.0,11.67,0
151,22.5,2,16.42,2,5.83,1,4,2,1,1,0.0,0.0,26.67,0
152,41.67,2,8.49,8,3.33,1,9,1,0,0,0.0,0.0,16.67,0
153,18.33,2,23.38,2,5.83,0,6,4,0,0,0.0,0.0,33.33,0
154,33.33,0,5.03,0,10.83,1,0,1,0,0,0.0,1572.5,37.5,0
155,20.83,2,9.35,5,8.33,0,0,3,0,1,0.0,0.0,33.33,0
156,21.67,4,7.58,1,7.5,0,6,0,0,0,0.0,0.0,33.33,0
157,18.33,2,39.82,0,10.83,0,5,0,0,0,0.0,0.0,20.83,0
158,35.0,2,8.43,5,8.33,0,2,4,1,1,0.0,520.83,33.33,0
159,31.67,5,6.91,0,10.83,2,1,0,0,0,0.0,0.0,33.33,0
160,45.83,2,3.19,2,5.83,1,4,1,0,0,0.0,0.0,25.0,0
161,26.67,2,10.15,1,7.5,1,5,1,0,0,0.0,0.0,33.33,0
162,18.33,2,28.82,1,7.5,1,6,1,0,0,0.0,0.0,37.5,0
163,24.17,2,10.54,0,10.83,0,5,3,0,0,0.0,0.0,33.33,0
164,38.33,0,4.21,3,11.67,1,1,1,0,0,0.0,0.0,37.5,0
165,25.83,2,11.6,5,8.33,1,1,1,0,0,0.0,0.0,33.33,0
166,48.33,1,11.79,9,13.33,1,3,1,0,0,0.0,0.0,13.33,0
167,35.0,2,14.15,1,7.5,1,6,1,0,0,0.0,0.0,37.5,0
168,15.0,2,3.1,1,7.5,0,2,4,0,0,0.0,0.0,20.83,0
169,48.33,4,10.17,1,7.5,2,1,0,0,0,0.0,0.0,27.5,0
170,45.0,2,17.5,1,7.5,1,3,1,0,0,0.0,1572.5,33.33,0
171,28.33,2,14.06,3,11.67,0,3,0,0,0,0.0,0.0,33.33,0
172,21.67,2,17.78,0,10.83,0,0,0,0,1,0.0,0.0,33.33,0
173,50.83,2,1.57,15,6.67,1,1,1,0,0,0.0,0.0,50.0,0
174,40.0,4,4.98,3,11.67,4,0,4,1,1,0.0,0.0,33.33,0
175,30.0,2,17.52,5,8.33,1,1,1,0,0,0.0,0.0,37.5,0
176,20.0,2,24.13,7,9.17,1,9,1,0,0,0.0,0.0,37.5,0
177,33.33,2,6.18,5,8.33,1,9,1,0,0,0.0,0.0,30.83,0
178,27.5,5,11.43,1,7.5,1,5,1,0,0,0.0,0.0,41.67,0
179,30.83,2,18.38,5,8.33,1,9,1,0,0,0.0,1572.5,33.33,0
180,28.33,2,14.72,3,11.67,0,1,3,0,0,3875.0,0.0,33.33,0
181,46.67,5,23.83,5,8.33,1,1,1,0,0,12520.0,0.0,33.33,0
182,23.33,-1,12.49,1,7.5,1,-1,3,0,1,0.0,0.0,31.67,0
183,30.83,2,15.05,0,10.83,6,1,0,0,1,0.0,0.0,45.83,0
184,36.67,2,21.1,1,7.5,2,5,4,1,1,0.0,0.0,33.33,0
185,53.33,-1,14.92,5,8.33,1,-1,1,0,0,0.0,0.0,6.67,0
186,45.0,2,4.44,1,7.5,2,2,0,0,0,0.0,0.0,37.5,0
187,19.17,2,3.91,1,7.5,0,9,0,0,0,0.0,0.0,41.67,0
188,28.33,0,38.03,0,10.83,3,8,0,1,0,0.0,0.0,33.33,-1
189,18.33,2,14.77,1,7.5,0,4,0,0,1,0.0,0.0,37.5,0
190,27.5,2,14.56,0,10.83,1,1,1,0,0,0.0,1647.5,33.33,0
191,32.5,2,12.1,0,10.83,4,3,0,0,0,0.0,0.0,41.67,0
192,39.17,2,30.47,5,8.33,2,0,0,1,1,0.0,0.0,30.83,0
193,65.83,-1,3.6,8,3.33,6,-1,0,0,0,0.0,0.0,33.33,0
194,21.67,2,15.52,1,7.5,0,3,4,1,1,0.0,0.0,45.83,0
195,25.83,2,4.22,5,8.33,2,1,4,0,1,0.0,0.0,33.33,0
196,36.67,2,22.18,5,8.33,0,7,0,0,0,0.0,0.0,37.5,0
197,35.0,5,17.83,10,12.5,1,3,2,0,1,0.0,0.0,41.67,0
198,15.83,2,26.34,1,7.5,0,9,0,0,1,0.0,0.0,33.33,0
199,22.5,2,9.8,1,7.5,1,2,1,0,0,0.0,0.0,33.33,0
200,42.5,4,12.96,5,8.33,1,11,1,0,0,0.0,0.0,33.33,0
201,23.33,5,10.56,0,10.83,1,1,1,0,0,0.0,0.0,41.67,0
202,47.5,2,1.98,0,10.83,2,6,0,0,0,0.0,0.0,37.5,0
203,37.5,4,13.76,0,10.83,2,3,4,0,1,0.0,0.0,33.33,0
204,41.67,2,12.97,7,9.17,1,3,1,0,0,0.0,0.0,33.33,0
205,28.33,5,2.58,0,10.83,1,5,1,0,0,0.0,0.0,45.0,0
206,37.5,2,30.48,8,3.33,1,6,1,1,0,0.0,0.0,33.33,0
207,60.83,4,10.63,1,7.5,1,1,1,0,0,0.0,0.0,16.67,0
208,28.33,2,26.47,0,10.83,1,3,2,0,1,0.0,0.0,41.67,0
209,25.83,2,17.56,5,8.33,1,5,1,0,0,0.0,0.0,45.83,0
210,15.83,2,3.95,2,5.83,0,5,0,0,0,0.0,0.0,10.0,0
211,20.83,2,2.16,5,8.33,0,4,3,0,1,0.0,0.0,41.67,0
212,31.67,3,15.81,7,9.17,2,6,4,0,1,5414.17,0.0,33.33,0
213,32.5,2,1.66,0,10.83,1,7,1,0,0,0.0,0.0,33.33,0
214,19.17,2,13.38,0,10.83,0,10,3,1,1,0.0,0.0,26.67,0
215,40.83,2,2.77,1,7.5,1,9,1,0,0,0.0,0.0,33.33,0
216,27.5,3,10.21,1,7.5,0,4,0,0,0,0.0,0.0,26.67,0
217,17.5,2,33.17,11,2.5,0,9,5,0,0,0.0,0.0,31.67,4
218,25.83,2,16.37,7,9.17,4,6,0,0,0,0.0,0.0,33.33,0
219,19.17,2,3.13,0,10.83,0,1,0,0,1,0.0,0.0,37.5,0
220,28.33,2,12.03,0,10.83,1,0,1,2,0,0.0,0.0,33.33,12
221,20.83,2,5.76,1,7.5,0,9,0,2,1,0.0,0.0,33.33,12
222,32.5,2,20.97,1,7.5,0,6,4,0,0,0.0,0.0,33.33,0
223,43.33,5,23.07,1,7.5,1,5,1,0,0,0.0,0.0,33.33,0
224,52.5,4,4.85,4,4.17,1,7,1,0,0,6406.67,0.0,33.33,0
225,34.17,2,20.55,5,8.33,1,6,1,0,0,0.0,0.0,33.33,0
226,38.33,2,23.13,0,10.83,1,3,1,0,0,12520.0,0.0,31.67,0
227,44.17,4,12.58,1,7.5,1,1,1,0,0,0.0,0.0,33.33,0
228,20.83,-1,20.03,4,4.17,4,-1,0,0,1,879.17,0.0,33.33,0
229,64.17,-1,12.8,5,8.33,1,-1,1,0,0,0.0,0.0,29.17,0
230,15.0,2,7.18,15,6.67,0,13,3,0,0,0.0,0.0,33.33,0
231,31.67,2,17.64,10,12.5,1,3,1,0,0,0.0,0.0,41.67,0
232,45.83,2,8.88,3,11.67,0,1,4,2,1,0.0,0.0,41.67,17
233,28.33,2,17.56,1,7.5,1,10,1,0,0,0.0,0.0,33.33,0
234,66.67,1,14.9,1,7.5,1,4,1,0,0,0.0,0.0,25.0,0
235,28.33,2,10.91,7,9.17,2,10,4,0,1,0.0,0.0,50.0,0
236,43.33,2,11.29,5,8.33,1,10,1,0,0,4177.5,0.0,33.33,0
237,35.0,2,16.9,1,7.5,0,4,4,1,1,0.0,0.0,23.33,21
238,21.67,2,26.88,5,8.33,0,5,0,0,1,0.0,0.0,33.33,0
239,25.83,2,7.67,1,7.5,1,7,1,0,0,0.0,0.0,33.33,0
240,20.83,4,20.86,1,7.5,0,4,3,0,1,0.0,0.0,29.17,0
241,45.83,1,7.8,1,7.5,1,6,1,0,0,0.0,1714.17,50.0,0
242,15.83,2,17.06,5,8.33,0,4,3,0,1,0.0,0.0,10.0,0
243,51.67,1,13.16,5,8.33,1,7,1,0,0,0.0,0.0,26.67,0
244,18.33,3,7.74,5,8.33,0,0,3,0,1,0.0,0.0,16.67,0
245,32.5,-1,8.18,1,7.5,1,-1,2,0,1,0.0,0.0,41.67,0
246,29.17,2,10.63,1,7.5,1,2,1,0,0,0.0,0.0,33.33,0
247,23.33,2,7.94,1,7.5,1,5,3,0,1,0.0,0.0,33.33,0
248,39.17,2,15.78,1,7.5,1,7,1,0,0,0.0,0.0,58.33,0
249,36.67,0,10.28,1,7.5,1,9,1,0,0,0.0,0.0,33.33,0
250,17.5,2,7.41,5,8.33,0,5,3,0,0,0.0,0.0,12.5,0
251,29.17,2,15.1,7,9.17,0,6,0,0,0,0.0,0.0,41.67,0
252,20.0,2,23.27,0,10.83,1,3,1,0,0,0.0,0.0,33.33,0
253,35.0,3,13.19,0,10.83,0,3,0,0,0,0.0,0.0,33.33,-1
254,23.33,2,14.37,0,10.83,0,10,3,0,0,0.0,0.0,41.67,0
255,17.5,2,18.6,5,8.33,0,9,5,0,0,0.0,0.0,29.17,0
256,51.67,3,4.27,5,8.33,2,10,0,1,0,3875.0,0.0,33.33,0
257,32.5,2,20.88,1,7.5,0,4,0,1,1,0.0,0.0,33.33,0
258,25.0,0,19.33,1,7.5,0,4,0,0,0,0.0,0.0,33.33,0
259,60.0,1,18.07,10,12.5,0,3,0,0,0,0.0,1190.83,16.67,0
260,41.67,2,8.15,5,8.33,1,1,2,0,1,0.0,0.0,41.67,0
261,23.33,4,10.0,3,11.67,0,3,0,0,0,0.0,0.0,33.33,0
262,24.17,2,7.43,5,8.33,0,3,0,0,1,0.0,0.0,33.33,0
263,21.67,2,9.8,0,10.83,0,0,3,0,1,0.0,0.0,33.33,0
264,22.5,2,8.63,3,11.67,0,1,0,0,1,0.0,0.0,33.33,0
265,24.17,2,18.93,5,8.33,1,2,1,0,0,2585.83,0.0,33.33,0
266,50.83,-1,14.51,1,7.5,1,-1,1,0,0,0.0,0.0,33.33,0
267,24.17,2,25.38,12,5.0,1,6,1,0,0,0.0,0.0,20.83,0
268,17.5,-1,4.85,5,8.33,0,-1,3,0,1,0.0,0.0,25.0,0
269,25.83,2,12.53,2,5.83,1,5,2,0,1,0.0,0.0,16.67,0
270,20.83,2,13.14,1,7.5,1,1,1,0,0,0.0,0.0,62.5,0
271,48.33,2,4.84,12,5.0,1,7,1,0,0,0.0,0.0,33.33,0
272,53.33,2,8.82,5,8.33,1,1,2,0,1,0.0,0.0,33.33,0
273,38.33,0,11.07,3,11.67,0,1,0,0,0,0.0,0.0,31.67,0
274,44.17,-1,17.63,1,7.5,1,-1,1,0,0,0.0,0.0,29.17,0
275,15.83,2,7.87,1,7.5,0,4,3,3,1,0.0,0.0,29.17,0
276,35.0,2,16.78,1,7.5,2,4,0,1,0,0.0,0.0,43.33,0
277,15.0,2,16.36,2,5.83,0,2,3,0,0,0.0,0.0,20.0,0
278,48.33,5,15.12,0,10.83,1,6,1,0,0,12520.0,0.0,41.67,0
279,16.67,2,25.75,5,8.33,0,11,0,1,0,0.0,0.0,50.0,0
280,29.17,3,30.68,1,7.5,1,6,1,0,0,0.0,0.0,33.33,0
281,26.67,2,12.91,1,7.5,1,2,1,0,0,0.0,0.0,31.67,0
282,19.17,2,10.82,1,7.5,0,2,0,0,1,0.0,0.0,20.83,0
283,25.83,2,17.92,5,8.33,2,10,4,0,1,0.0,0.0,33.33,0
284,27.5,2,19.65,0,10.83,1,5,1,1,0,0.0,0.0,45.83,0
285,34.17,2,12.69,5,8.33,0,9,0,0,1,0.0,0.0,40.0,0
286,18.33,2,13.23,1,7.5,0,9,3,1,0,0.0,0.0,33.33,0
287,38.33,2,11.7,5,8.33,1,11,1,0,0,0.0,0.0,33.33,0
288,50.83,3,38.01,5,8.33,1,7,1,1,0,0.0,0.0,33.33,0
289,25.0,2,21.97,1,7.5,0,1,0,1,0,0.0,0.0,33.33,0
290,35.0,2,12.72,1,7.5,1,1,1,0,0,0.0,0.0,45.83,0
291,52.5,2,15.87,12,5.0,1,2,1,0,0,0.0,0.0,33.33,0
292,21.67,2,12.78,5,8.33,1,5,1,0,0,0.0,0.0,33.33,0
293,35.0,2,14.49,12,5.0,2,0,4,0,1,0.0,0.0,33.33,0
294,19.17,2,23.48,5,8.33,1,4,1,0,0,0.0,0.0,33.33,0
295,20.83,2,17.51,1,7.5,0,9,4,0,0,0.0,1325.0,33.33,0
296,25.0,2,17.53,4,4.17,1,4,1,0,0,0.0,0.0,26.67,24
297,19.17,2,23.61,1,7.5,0,5,3,0,0,0.0,0.0,33.33,0
298,28.33,1,12.14,7,9.17,0,8,0,0,0,23190.0,0.0,50.0,0
299,25.0,2,17.65,1,7.5,1,9,5,0,0,0.0,1714.17,40.0,0
300,32.5,2,24.46,5,8.33,1,6,1,0,0,0.0,0.0,33.33,0
301,25.0,2,12.55,2,5.83,0,2,5,0,0,0.0,1434.17,31.67,6
302,31.67,4,2.58,5,8.33,2,0,4,0,1,0.0,0.0,31.67,0
303,21.67,2,7.27,1,7.5,2,1,3,0,1,0.0,0.0,33.33,0
304,16.67,2,8.13,5,8.33,0,2,3,0,0,0.0,0.0,13.33,0
305,30.83,4,19.54,0,10.83,0,3,4,1,0,0.0,0.0,33.33,-1
306,27.5,2,10.93,1,7.5,1,0,3,0,1,0.0,0.0,33.33,0
307,20.0,2,16.62,0,10.83,0,0,3,0,0,0.0,0.0,33.33,0
308,35.0,5,15.78,0,10.83,1,1,1,0,0,0.0,0.0,50.0,0
309,42.5,1,10.13,1,7.5,1,5,1,2,0,2585.83,0.0,70.0,36
310,46.67,4,2.86,6,10.0,1,10,1,0,0,0.0,0.0,37.5,0
311,18.33,2,14.62,5,8.33,0,2,3,0,0,0.0,0.0,33.33,0
312,43.33,1,13.55,5,8.33,1,8,1,0,0,0.0,0.0,50.0,0
313,36.67,2,13.68,0,10.83,2,1,4,0,1,4111.67,0.0,37.5,0
314,28.33,2,10.76,1,7.5,1,0,2,0,1,3386.67,0.0,29.17,0
315,42.5,2,3.21,5,8.33,2,6,0,0,0,0.0,0.0,35.0,0
316,16.67,-1,23.63,5,8.33,0,-1,0,0,0,0.0,0.0,33.33,0
317,15.83,2,26.36,5,8.33,0,5,0,0,1,0.0,0.0,20.83,0
318,30.83,2,7.32,0,10.83,1,1,1,0,0,0.0,0.0,33.33,0
319,56.67,2,19.09,1,7.5,1,9,1,1,0,0.0,0.0,33.33,0
320,18.33,2,7.58,5,8.33,2,11,0,0,0,0.0,0.0,33.33,0
321,46.67,5,12.62,0,10.83,1,1,1,0,0,0.0,0.0,33.33,0
322,30.83,2,18.04,1,7.5,1,6,1,0,0,0.0,0.0,33.33,0
323,43.33,2,4.12,13,1.67,1,9,1,0,0,0.0,0.0,33.33,4
324,21.67,2,18.39,1,7.5,4,2,3,0,0,0.0,0.0,33.33,6
325,27.5,2,7.08,3,11.67,1,3,1,0,0,0.0,0.0,41.67,0
326,37.5,4,4.01,3,11.67,2,3,4,0,1,0.0,0.0,35.0,0
327,15.0,2,11.95,2,5.83,0,4,3,0,0,0.0,0.0,12.5,0
328,35.83,1,28.81,5,8.33,1,8,1,0,0,0.0,0.0,50.0,0
